epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,124.504,2.29718,1.93505,1.78544,0.38899,0.72188,0.49229,0.23211,2.13463,2.8204,1.821,0.000237044,0.000237044,0.000237044
21,131.283,1.95729,1.69898,1.4675,0.53143,0.6,0.53027,0.23002,2.00465,2.74127,1.66096,0.0002416,0.0002416,0.0002416
22,136.523,1.86931,1.69694,1.40212,0.53143,0.6,0.53027,0.23002,2.00465,2.74127,1.66096,0.000245364,0.000245364,0.000245364
23,142.294,1.86161,2.07054,1.61457,0.49081,0.6,0.53794,0.24768,1.92821,2.42204,1.52731,0.000248336,0.000248336,0.000248336
24,148.21,1.6839,1.73604,1.34107,0.49081,0.6,0.53794,0.24768,1.92821,2.42204,1.52731,0.000250516,0.000250516,0.000250516
25,154.081,1.64683,1.72101,1.40467,0.75997,0.33333,0.47463,0.23084,1.77664,2.05481,1.40429,0.000251904,0.000251904,0.000251904
26,160.513,2.16578,1.77099,1.35463,0.75997,0.33333,0.47463,0.23084,1.77664,2.05481,1.40429,0.0002525,0.0002525,0.0002525
27,167.486,1.47334,1.54579,1.26977,0.31207,0.4,0.34218,0.16315,1.68192,2.0273,1.33203,0.000252304,0.000252304,0.000252304
28,174.631,1.89506,1.72135,1.43453,0.31207,0.4,0.34218,0.16315,1.68192,2.0273,1.33203,0.000251316,0.000251316,0.000251316
29,179.644,1.34387,1.54489,1.24102,0.22931,0.8,0.35284,0.20091,1.53436,2.26381,1.26822,0.000249536,0.000249536,0.000249536
30,184.638,2.00244,1.67682,1.32602,0.22931,0.8,0.35284,0.20091,1.53436,2.26381,1.26822,0.000246964,0.000246964,0.000246964
31,190.026,1.91239,1.52671,1.31476,0.30669,0.6,0.48514,0.2829,1.48169,3.24085,1.23138,0.0002436,0.0002436,0.0002436
32,198.039,2.28005,1.76766,1.23908,0.30669,0.6,0.48514,0.2829,1.48169,3.24085,1.23138,0.000239444,0.000239444,0.000239444
33,203.408,1.65253,1.41358,1.2472,0.42222,0.6,0.54904,0.28582,1.4106,4.24578,1.19654,0.000234496,0.000234496,0.000234496
34,208.569,1.50144,1.6268,1.28348,0.42222,0.6,0.54904,0.28582,1.4106,4.24578,1.19654,0.000228756,0.000228756,0.000228756
35,213.984,1.39562,1.3833,1.06121,0.39502,0.74023,0.48797,0.26659,1.39586,3.42013,1.17456,0.000222224,0.000222224,0.000222224
36,219.447,1.56429,1.44763,1.19471,0.39502,0.74023,0.48797,0.26659,1.39586,3.42013,1.17456,0.0002149,0.0002149,0.0002149
37,224.359,2.07027,1.6728,1.16924,0.40541,0.8,0.40623,0.23404,1.39601,2.52091,1.18118,0.000206784,0.000206784,0.000206784
38,230.863,1.26544,1.33689,1.12958,0.40541,0.8,0.40623,0.23404,1.39601,2.52091,1.18118,0.000197876,0.000197876,0.000197876
39,236.96,1.39675,1.46572,1.26632,0.4053,0.66667,0.39028,0.21039,1.40104,2.10882,1.17786,0.000188176,0.000188176,0.000188176
40,241.854,1.91508,1.74128,1.38407,0.4053,0.66667,0.39028,0.21039,1.40104,2.10882,1.17786,0.000177684,0.000177684,0.000177684
41,245.823,1.80897,1.67825,1.43354,0.40644,0.68527,0.42589,0.2222,1.41739,1.93651,1.18258,0.0001664,0.0001664,0.0001664
42,249.764,1.18978,1.32022,0.97875,0.40644,0.68527,0.42589,0.2222,1.41739,1.93651,1.18258,0.000154324,0.000154324,0.000154324
43,254.121,1.34914,1.50574,1.19164,0.39568,0.8,0.36756,0.17294,1.46713,1.86362,1.22558,0.000141456,0.000141456,0.000141456
44,258.082,1.24944,1.55232,1.04944,0.39568,0.8,0.36756,0.17294,1.46713,1.86362,1.22558,0.000127796,0.000127796,0.000127796
45,262.326,1.14234,1.39789,1.02158,0.41315,0.75144,0.41424,0.18585,1.50706,1.75622,1.24552,0.000113344,0.000113344,0.000113344
46,266.308,1.71833,1.72347,1.14461,0.41315,0.75144,0.41424,0.18585,1.50706,1.75622,1.24552,9.81e-05,9.81e-05,9.81e-05
47,270.469,1.18632,1.40292,1.11672,0.43171,0.8,0.43142,0.21582,1.49827,1.62216,1.23133,8.2064e-05,8.2064e-05,8.2064e-05
48,274.538,1.02561,1.24442,1.04803,0.43171,0.8,0.43142,0.21582,1.49827,1.62216,1.23133,6.5236e-05,6.5236e-05,6.5236e-05
49,278.912,1.70062,1.73351,1.19838,0.48288,0.8,0.52859,0.27465,1.47589,1.50946,1.20142,4.7616e-05,4.7616e-05,4.7616e-05
50,282.925,2.65506,1.94653,1.41496,0.48288,0.8,0.52859,0.27465,1.47589,1.50946,1.20142,2.9204e-05,2.9204e-05,2.9204e-05
