epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,56.9657,2.13313,2.481,2.17645,0.00333,1,0.495,0.25072,1.80602,3.52987,2.44816,0.000218624,0.000218624,0.000218624
18,60.4454,1.56337,2.47289,1.72336,0.00333,1,0.495,0.25072,1.80602,3.52987,2.44816,0.000225556,0.000225556,0.000225556
19,63.9795,1.66137,2.54036,1.62833,0.00333,1,0.495,0.25072,1.80602,3.52987,2.44816,0.000231696,0.000231696,0.000231696
20,67.3163,2.04234,2.40868,2.2228,0.00333,1,0.77,0.29458,1.68552,3.50214,2.25976,0.000237044,0.000237044,0.000237044
21,70.5696,2.08121,2.05959,1.95755,0.00333,1,0.77,0.29458,1.68552,3.50214,2.25976,0.0002416,0.0002416,0.0002416
22,74.1776,2.518,2.9533,2.60694,0.00333,1,0.77,0.29458,1.68552,3.50214,2.25976,0.000245364,0.000245364,0.000245364
23,77.4602,1.56998,1.96604,1.43818,0.00333,1,0.77,0.29458,1.68552,3.50214,2.25976,0.000248336,0.000248336,0.000248336
24,81.1041,1.584,2.22967,1.5636,0.00333,1,0.67907,0.34631,1.50994,3.34279,2.09267,0.000250516,0.000250516,0.000250516
25,85.4992,1.77099,2.35849,1.91442,0.00333,1,0.67907,0.34631,1.50994,3.34279,2.09267,0.000251904,0.000251904,0.000251904
26,89.0986,1.41258,1.84586,1.53607,0.00333,1,0.67907,0.34631,1.50994,3.34279,2.09267,0.0002525,0.0002525,0.0002525
27,93.0767,1.89005,2.17864,1.93385,0.00333,1,0.67907,0.34631,1.50994,3.34279,2.09267,0.000252304,0.000252304,0.000252304
28,96.6423,1.55462,2.13192,1.70754,0.00333,1,0.67907,0.34631,1.50994,3.34279,2.09267,0.000251316,0.000251316,0.000251316
29,99.9867,1.30203,1.92563,1.54476,0.00333,1,0.68667,0.40712,1.53138,3.31359,2.04523,0.000249536,0.000249536,0.000249536
30,102.996,1.60179,2.32362,1.60535,0.00333,1,0.68667,0.40712,1.53138,3.31359,2.04523,0.000246964,0.000246964,0.000246964
31,106.154,1.86644,2.87585,1.9615,0.00333,1,0.68667,0.40712,1.53138,3.31359,2.04523,0.0002436,0.0002436,0.0002436
32,109.367,1.48778,2.0943,1.46397,0.00333,1,0.68667,0.40712,1.53138,3.31359,2.04523,0.000239444,0.000239444,0.000239444
33,113.269,1.41147,1.94558,1.54086,0.00333,1,0.68667,0.40712,1.53138,3.31359,2.04523,0.000234496,0.000234496,0.000234496
34,116.58,1.43037,1.97625,1.56548,0.00333,1,0.68667,0.40712,1.53138,3.31359,2.04523,0.000228756,0.000228756,0.000228756
35,120.513,2.17222,3.09302,2.27832,0.00333,1,0.91167,0.56184,1.53327,3.14278,1.96216,0.000222224,0.000222224,0.000222224
36,124.597,1.31758,1.72726,1.26973,0.00333,1,0.91167,0.56184,1.53327,3.14278,1.96216,0.0002149,0.0002149,0.0002149
37,130.464,1.56641,1.90914,1.63284,0.00333,1,0.91167,0.56184,1.53327,3.14278,1.96216,0.000206784,0.000206784,0.000206784
38,134.046,1.29626,2.06784,1.56149,0.00333,1,0.91167,0.56184,1.53327,3.14278,1.96216,0.000197876,0.000197876,0.000197876
39,137.881,1.74614,1.9916,1.7816,0.00333,1,0.91167,0.56184,1.53327,3.14278,1.96216,0.000188176,0.000188176,0.000188176
40,142.386,1.0155,1.8351,1.32557,0.00333,1,0.91167,0.56184,1.53327,3.14278,1.96216,0.000177684,0.000177684,0.000177684
41,146.116,1.70105,2.8055,2.31923,0.00333,1,0.91167,0.56184,1.53327,3.14278,1.96216,0.0001664,0.0001664,0.0001664
42,150.551,1.60963,3.80452,1.81244,0.00333,1,0.945,0.61034,1.31029,3.07028,1.78143,0.000154324,0.000154324,0.000154324
43,154.278,1.62257,2.78931,1.82723,0.00333,1,0.945,0.61034,1.31029,3.07028,1.78143,0.000141456,0.000141456,0.000141456
44,158.78,2.03459,3.17345,2.0188,0.00333,1,0.945,0.61034,1.31029,3.07028,1.78143,0.000127796,0.000127796,0.000127796
45,163.331,1.14896,2.59643,1.55294,0.00333,1,0.945,0.61034,1.31029,3.07028,1.78143,0.000113344,0.000113344,0.000113344
46,166.882,1.26242,3.16418,1.88391,0.00333,1,0.945,0.61034,1.31029,3.07028,1.78143,9.81e-05,9.81e-05,9.81e-05
47,171.081,1.07255,2.61618,1.6412,0.00333,1,0.945,0.61034,1.31029,3.07028,1.78143,8.2064e-05,8.2064e-05,8.2064e-05
48,174.878,1.21801,2.93972,1.64792,0.00333,1,0.945,0.61034,1.31029,3.07028,1.78143,6.5236e-05,6.5236e-05,6.5236e-05
49,179.275,1.61133,2.8902,2.06548,0.00333,1,0.945,0.61034,1.31029,3.07028,1.78143,4.7616e-05,4.7616e-05,4.7616e-05
50,183.738,1.29826,2.42168,1.52353,0.00333,1,0.995,0.646,1.21127,2.91814,1.71597,2.9204e-05,2.9204e-05,2.9204e-05
