epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,78.4823,3.26145,2.973,2.64379,0.00167,0.5,0.26267,0.03097,3.68033,4.48117,3.43061,0.000218624,0.000218624,0.000218624
18,82.5667,3.21741,3.60351,2.58425,0.00167,0.5,0.26267,0.03097,3.68033,4.48117,3.43061,0.000225556,0.000225556,0.000225556
19,86.1933,3.58534,4.02392,2.57991,0.00167,0.5,0.26267,0.03097,3.68033,4.48117,3.43061,0.000231696,0.000231696,0.000231696
20,90.0077,3.16611,3.08718,2.8245,0.00333,1,0.27484,0.12979,2.85164,4.39188,2.75266,0.000237044,0.000237044,0.000237044
21,93.9767,2.69065,2.9405,2.3197,0.00333,1,0.27484,0.12979,2.85164,4.39188,2.75266,0.0002416,0.0002416,0.0002416
22,97.4838,2.59144,2.90672,2.50112,0.00333,1,0.27484,0.12979,2.85164,4.39188,2.75266,0.000245364,0.000245364,0.000245364
23,100.975,3.14239,3.86665,2.36041,0.00333,1,0.27484,0.12979,2.85164,4.39188,2.75266,0.000248336,0.000248336,0.000248336
24,105.445,3.70487,3.77883,2.88262,0.00333,1,0.14868,0.06885,2.45518,4.18186,2.35291,0.000250516,0.000250516,0.000250516
25,109.37,2.61508,3.41808,2.24774,0.00333,1,0.14868,0.06885,2.45518,4.18186,2.35291,0.000251904,0.000251904,0.000251904
26,113.84,2.81902,2.99082,2.16092,0.00333,1,0.14868,0.06885,2.45518,4.18186,2.35291,0.0002525,0.0002525,0.0002525
27,117.671,2.40334,2.69493,2.08497,0.00333,1,0.14868,0.06885,2.45518,4.18186,2.35291,0.000252304,0.000252304,0.000252304
28,121.537,2.35957,3.15495,2.09301,0.00333,1,0.14868,0.06885,2.45518,4.18186,2.35291,0.000251316,0.000251316,0.000251316
29,125.508,3.36352,4.61677,2.78702,0.00333,1,0.16617,0.07522,1.88748,3.88435,2.00116,0.000249536,0.000249536,0.000249536
30,129.629,2.36897,3.27919,2.06118,0.00333,1,0.16617,0.07522,1.88748,3.88435,2.00116,0.000246964,0.000246964,0.000246964
31,134.319,1.80795,3.1357,1.97683,0.00333,1,0.16617,0.07522,1.88748,3.88435,2.00116,0.0002436,0.0002436,0.0002436
32,138.21,2.32047,3.33862,2.06376,0.00333,1,0.16617,0.07522,1.88748,3.88435,2.00116,0.000239444,0.000239444,0.000239444
33,141.656,2.7721,3.43855,2.34885,0.00333,1,0.16617,0.07522,1.88748,3.88435,2.00116,0.000234496,0.000234496,0.000234496
34,145.87,1.94153,2.75845,1.83435,0.00333,1,0.16617,0.07522,1.88748,3.88435,2.00116,0.000228756,0.000228756,0.000228756
35,149.583,2.33904,3.36429,2.30783,0.00333,1,0.20517,0.10017,1.80301,3.53794,1.92738,0.000222224,0.000222224,0.000222224
36,153.149,2.40869,2.76973,1.97937,0.00333,1,0.20517,0.10017,1.80301,3.53794,1.92738,0.0002149,0.0002149,0.0002149
37,156.49,2.08548,2.71047,1.79393,0.00333,1,0.20517,0.10017,1.80301,3.53794,1.92738,0.000206784,0.000206784,0.000206784
38,159.966,1.80723,2.75783,1.76082,0.00333,1,0.20517,0.10017,1.80301,3.53794,1.92738,0.000197876,0.000197876,0.000197876
39,163.874,2.08062,2.8615,1.9247,0.00333,1,0.20517,0.10017,1.80301,3.53794,1.92738,0.000188176,0.000188176,0.000188176
40,168.27,2.64883,3.24844,2.12615,0.00333,1,0.20517,0.10017,1.80301,3.53794,1.92738,0.000177684,0.000177684,0.000177684
41,172.534,2.63438,4.39391,2.27382,0.00333,1,0.20517,0.10017,1.80301,3.53794,1.92738,0.0001664,0.0001664,0.0001664
42,176.296,2.34389,4.09298,2.11705,0.00333,1,0.44833,0.2205,1.56162,3.36242,1.85056,0.000154324,0.000154324,0.000154324
43,180.882,2.33494,3.59146,2.12963,0.00333,1,0.44833,0.2205,1.56162,3.36242,1.85056,0.000141456,0.000141456,0.000141456
44,185.887,2.13128,4.08117,2.07784,0.00333,1,0.44833,0.2205,1.56162,3.36242,1.85056,0.000127796,0.000127796,0.000127796
45,189.959,2.20371,3.8805,2.30991,0.00333,1,0.44833,0.2205,1.56162,3.36242,1.85056,0.000113344,0.000113344,0.000113344
46,193.891,2.59453,3.66932,2.13521,0.00333,1,0.44833,0.2205,1.56162,3.36242,1.85056,9.81e-05,9.81e-05,9.81e-05
47,197.49,1.79914,3.48256,1.89837,0.00333,1,0.44833,0.2205,1.56162,3.36242,1.85056,8.2064e-05,8.2064e-05,8.2064e-05
48,200.816,1.86371,4.0746,1.90362,0.00333,1,0.44833,0.2205,1.56162,3.36242,1.85056,6.5236e-05,6.5236e-05,6.5236e-05
49,204.37,2.87074,4.37066,2.77713,0.00333,1,0.44833,0.2205,1.56162,3.36242,1.85056,4.7616e-05,4.7616e-05,4.7616e-05
50,207.735,1.85928,3.8251,2.22943,0.00333,1,0.45211,0.23038,1.57162,3.37355,1.877,2.9204e-05,2.9204e-05,2.9204e-05
